Date,High,Low,Open,Close,Volume,Adj Close
2013-01-02,19.821428298950195,19.343929290771484,19.779285430908203,19.608213424682617,560518000.0,16.960691452026367
2013-01-03,19.631071090698242,19.321428298950195,19.567142486572266,19.360713958740234,352965200.0,16.746618270874023
2013-01-04,19.236785888671875,18.77964210510254,19.177499771118164,18.821428298950195,594333600.0,16.280134201049805
2013-01-07,18.9035701751709,18.399999618530273,18.64285659790039,18.71071434020996,484156400.0,16.184371948242188
2013-01-08,18.996070861816406,18.616071701049805,18.90035629272461,18.761070251464844,458707200.0,16.227930068969727
2013-01-09,18.750356674194336,18.428213119506836,18.66071319580078,18.467857360839844,407604400.0,15.9743070602417
2013-01-10,18.882856369018555,18.411428451538086,18.876785278320312,18.696786880493164,601146000.0,16.172327041625977
2013-01-11,18.761428833007812,18.536428451538086,18.60714340209961,18.582143783569336,350506800.0,16.073162078857422
2013-01-14,18.125,17.80392837524414,17.952856063842773,17.91964340209961,734207600.0,15.50011157989502
2013-01-15,17.82107162475586,17.26357078552246,17.796428680419922,17.354286193847656,876772400.0,15.011094093322754
2013-01-16,18.194286346435547,17.58928680419922,17.665714263916016,18.074642181396484,690804800.0,15.634183883666992
2013-01-17,18.241071701049805,17.929643630981445,18.225357055664062,17.952856063842773,453678400.0,15.52884292602539
2013-01-18,17.93642807006836,17.72857093811035,17.804285049438477,17.85714340209961,472922800.0,15.44605541229248
2013-01-22,18.13857078552246,17.736785888671875,18.020000457763672,18.02750015258789,461546400.0,15.593403816223145
2013-01-23,18.392499923706055,18.02750015258789,18.171785354614258,18.357500076293945,861509600.0,15.878850936889648
2013-01-24,16.633214950561523,16.08035659790039,16.428571701049805,16.08928680419922,1460852400.0,13.916894912719727
2013-01-25,16.293928146362305,15.535714149475098,16.131786346435547,15.710000038146973,1208026400.0,13.588817596435547
2013-01-28,16.186071395874023,15.566429138183594,15.636786460876465,16.065357208251953,785517600.0,13.896196365356445
2013-01-29,16.435714721679688,16.14714241027832,16.375,16.366785049438477,571158000.0,14.156923294067383
2013-01-30,16.52142906188965,16.23214340209961,16.321428298950195,16.315357208251953,417155200.0,14.112441062927246
2013-01-31,16.402856826782227,16.249286651611328,16.320714950561523,16.267499923706055,319334400.0,14.071046829223633
2013-02-01,16.40999984741211,16.012500762939453,16.396785736083984,16.200714111328125,539484400.0,14.01327896118164
2013-02-04,16.283571243286133,15.785714149475098,16.211071014404297,15.79714298248291,477117200.0,13.664198875427246
2013-02-05,16.419286727905273,15.793571472167969,15.858928680419922,16.351428985595703,573347600.0,14.143643379211426
2013-02-06,16.66071319580078,16.163570404052734,16.302499771118164,16.33392906188965,593706400.0,14.128507614135742
2013-02-07,16.78571319580078,16.218570709228516,16.54464340209961,16.722143173217773,704580800.0,14.548601150512695
2013-02-08,17.100357055664062,16.72321319580078,16.928571701049805,16.963571548461914,633158400.0,14.758646011352539
2013-02-11,17.319286346435547,16.90178680419922,17.01785659790039,17.140356063842773,517490400.0,14.912459373474121
2013-02-12,17.22785758972168,16.704999923706055,17.125356674194336,16.71071434020996,609053200.0,14.538655281066895
2013-02-13,16.915714263916016,16.54357147216797,16.686071395874023,16.67892837524414,475207600.0,14.511002540588379
2013-02-14,16.84428596496582,16.5721435546875,16.59000015258789,16.663928985595703,355275200.0,14.497953414916992
2013-02-15,16.79142951965332,16.42571449279785,16.74464225769043,16.43428611755371,391745200.0,14.298158645629883
2013-02-19,16.526071548461914,16.20892906188965,16.467857360839844,16.428213119506836,435783600.0,14.292876243591309
2013-02-20,16.346071243286133,16.0285701751709,16.346071243286133,16.030357360839844,476302400.0,13.946733474731445
2013-02-21,16.041786193847656,15.8149995803833,15.928570747375488,15.930713653564453,447182400.0,13.860039710998535
2013-02-22,16.128570556640625,15.949999809265137,16.04464340209961,16.100357055664062,330654800.0,14.0076322555542
2013-02-25,16.25428581237793,15.806071281433105,16.20892906188965,15.814286231994629,372579200.0,13.758747100830078
2013-02-26,16.126428604125977,15.630714416503906,15.850713729858398,16.034643173217773,501499600.0,13.950462341308594
2013-02-27,16.158571243286133,15.737500190734863,16.015356063842773,15.8774995803833,587350400.0,13.813741683959961
2013-02-28,15.995356559753418,15.764286041259766,15.858928680419922,15.764286041259766,322515200.0,13.715246200561523
2013-03-01,15.649286270141602,15.356429100036621,15.64285659790039,15.373929023742676,552448400.0,13.375626564025879
2013-03-04,15.29285717010498,14.964285850524902,15.278571128845215,15.001786231994629,582755600.0,13.05185604095459
2013-03-05,15.542499542236328,15.026785850524902,15.052857398986816,15.397856712341309,638433600.0,13.396446228027344
2013-03-06,15.54464340209961,15.15821361541748,15.518214225769043,15.202142715454102,460250000.0,13.22616958618164
2013-03-07,15.428929328918457,15.037857055664062,15.160714149475098,15.377857208251953,468473600.0,13.379046440124512
2013-03-08,15.551071166992188,15.307499885559082,15.350000381469727,15.418571472167969,391482000.0,13.414463996887207
2013-03-11,15.678929328918457,15.183570861816406,15.348214149475098,15.638214111328125,474236000.0,13.605563163757324
2013-03-12,15.674285888671875,15.270357131958008,15.557143211364746,15.301071166992188,465911600.0,13.312241554260254
2013-03-13,15.51785659790039,15.191429138183594,15.301786422729492,15.298213958740234,405549200.0,13.30975341796875
2013-03-14,15.522856712341309,15.373213768005371,15.458213806152344,15.446429252624512,303875600.0,13.438703536987305
2013-03-15,15.865357398986816,15.616070747375488,15.64035701751709,15.845000267028809,643960800.0,13.785470008850098
2013-03-18,16.33785629272461,15.757143020629883,15.766071319580078,16.275714874267578,606197200.0,14.160199165344238
2013-03-19,16.463214874267578,16.01785659790039,16.41071319580078,16.231786727905273,526775200.0,14.121978759765625
2013-03-20,16.343929290771484,16.056785583496094,16.336429595947266,16.145713806152344,308660800.0,14.047094345092773
2013-03-21,16.356428146362305,16.075000762939453,16.079286575317383,16.168928146362305,383255600.0,14.067294120788574
2013-03-22,16.503570556640625,16.1825008392334,16.235000610351562,16.49678611755371,395105200.0,14.35253620147705
2013-03-25,16.7839298248291,16.492143630981445,16.596071243286133,16.556428909301758,501135600.0,14.404425621032715
2013-03-26,16.637142181396484,16.447500228881836,16.62285614013672,16.46928596496582,294294000.0,14.328609466552734
